STATE,estuary,DLAT,DLONG,CONDITION,CLASSIFICATION,SUBCLASS,BARRIER_BACKBARRIER,CENTRAL_BASIN,FLUVIAL_BAYHEAD_DELTA,FLOOD_EBB_DELTA,INTERTIDAL_FLATS,MANGROVE,SALTMARSH_SALTFLAT,TIDAL_SANDBANKS,ROCKY_REEF,CORAL,CHANNEL,BEDROCK,FLOODPLAIN,BEDROCK_PERIMETER,PERIMETER,CATCHMENTAREA,WATERAREA,MAXLENGTH,MAXWIDTH,ENTLENGTH,ENTRANCEWIDTH,MEANWAVEHEIGHT,MEANWAVEPERIOD,MAXWAVEHEIGHT,MAXWAVEPERIOD,TIDALRANGE,TIDALTYPE
NSW,Arrawarra/Yarrawarra Creek,-30.058,153.197,largely unmodified,wave dominated,OTHER,0.03502,,,0.05937,0.01822,0.02372,,,,,0.11493,,,,2.94,,0.093,1.39,0.092,,0.086,,,,,,
NSW,Avoca Lake,-33.465,151.435,modified,wave dominated,OTHER,0.22639,0.46223,0.02927,0.01465,0.0976,0.006,0.15206,,,,0.00564,,,0.04602,10.07,,0.63,1.39,0.6,0.63,0.044,,,,,,
NSW,Back Lagoon,-36.883,149.929,modified,wave dominated,OTHER,0.33253,0.32766,0.14619,0.02481,0.0103,,,,0.00292,,0.1042,,,4.70497,5.82,,0.41,1.38,0.63,,0.22,,,,,,
NSW,Baragoot Lake,-36.471,150.065,largely unmodified,wave dominated,OTHER,0.31216,0.47082,0.18258,0.05383,0.034,,,,0.00142,,,,,2.68991,5.27,,0.47,1.93,0.59,0.38,0.04,,,,,,
NSW,Bega River,-36.706,149.984,modified,wave dominated,WAVE-DOMINATED ESTUARY,1.79346,0.37899,1.29864,0.34935,0.5358,0.04052,0.02586,0.12513,0.02259,,2.73705,,,20.60032,39.92,1956,2.25,11.78,0.53,0.55,0.14,1.039,6.319,5.1,11.4,1.2,Semi Diurnal
NSW,Bellambi Creek,-34.364,150.92,extensively modified,wave dominated,OTHER,0.0617,,,,0.05426,0.03541,,,,,0.02761,,,,1.27,,0.031,0.58,,,,,,,,,
NSW,Bellambi Lake,-34.377,150.921,extensively modified,wave dominated,OTHER,0.06037,,,,0.02788,,,,,,0.04933,,,,1.24,,0.027,0.47,0.19,0.36,0.025,,,,,,
NSW,Bellinger River,-30.5,153.034,modified,river dominated,WAVE-DOMINATED DELTA,2.18638,,,0.506,0.98968,1.04625,0.10733,0.41242,,,4.48345,,2.25448,1.2067,72.86,1039,6.615,16.08,0.4,,0.33,1.373,7.135,6.7,14,1.3,Semi Diurnal
NSW,Belongil Creek,-28.626,153.592,modified,wave dominated,OTHER,,0.05355,,,0.47311,0.05171,0.06916,0.00395,,,0.11411,,,,4.26,41,0.15,1.89,0.26,,0.052,1.106,6.673,3.4,11.6,1.3,Semi Diurnal
NSW,Bermagui River,-36.425,150.065,modified,wave dominated,WAVE-DOMINATED ESTUARY,0.20377,0.19928,0.97496,0.39799,0.27543,0.43458,0.3467,,0.12768,,0.63618,,0.1547,0.09129,19.6,78,0.87,7.68,0.25,1.05,0.089,1.259,6.605,6.1,11.9,1.1,Semi Diurnal
NSW,Berrara Creek,-35.209,150.548,largely unmodified,wave dominated,OTHER,,,,0.02972,0.15943,,,0.10808,0.07202,,0.23421,,,,6.96,,0.21,3.32,0.18,,0.072,,,,,,
NSW,Boambee Creek,-30.297,153.138,modified,river dominated,WAVE-DOMINATED DELTA,,,,0.03893,0.27191,0.1925,0.02391,0.04792,,,0.52504,,,,9.06,48,0.28,4.15,0.12,,0.067,0.68,7.427,4.9,14.4,1.3,Semi Diurnal
NSW,Bonville Creek,-30.376,153.101,largely unmodified,river dominated,WAVE-DOMINATED DELTA,0.60379,,,0.19045,0.00691,0.11506,0.30348,0.11802,,,0.84558,,,,31.42,162,1.323,7.29,0.45,1.59,0.052,0.68,7.427,4.9,14.4,1.3,Semi Diurnal
NSW,Botany Bay,-34.003,151.234,extensively modified,tide dominated,OTHER,,,0.05194,,4.38422,6.71176,2.52822,0.46381,0.49049,,56.81502,,,1.44722,49.39,1143,38.31,8.72,7.77,,1.37,1.322,6.83,9.2,13.1,1.2,Semi Diurnal
NSW,Brisbane Water,-33.524,151.334,extensively modified,wave dominated,WAVE-DOMINATED ESTUARY,,14.74592,1.56331,4.65419,1.63192,0.61843,1.78227,,0.01207,,13.63152,,,1.20754,89.43,217,28.898,17.72,3.74,7.85,0.32,1.388,6.958,9.4,13.3,0.8,Semi Diurnal
NSW,Brunswick River,-28.538,153.557,extensively modified,river dominated,WAVE-DOMINATED DELTA,,,,,1.55731,0.69942,0.2106,0.51451,0.01,,0.68677,,,0.01638,40.72,198,1.96,9.31,0.24,,0.059,1.269,6.749,4.3,11.8,1.3,Semi Diurnal
NSW,Bunga Lagoon,-36.547,150.055,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.13795,0.08782,0.08158,0.01469,0.04194,,,,,,0.03391,,,3.18669,2.85,,0.1,1.07,0.33,0.32,0.022,,,,,,
NSW,Burrill Lake,-35.39,150.445,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.66203,3.39179,0.86128,0.20873,0.11232,,0.0596,0.20922,0.03994,,0.33052,,,,31.3,87,4.2,8.14,0.83,2.44,0.054,1.334,6.711,7.9,12.1,1.2,Semi Diurnal
NSW,Camden Haven River,-31.637,152.837,modified,wave dominated,WAVE-DOMINATED ESTUARY,,22.98495,2.45733,0.37851,0.4458,0.17116,1.57774,0.38666,,,5.38229,,,1.01357,116.55,601,32.198,27.38,4.23,8.77,0.35,1.46,7.128,7.9,13.5,0.9,Semi Diurnal
NSW,Candlagan Creek And Lagoon,-35.842,150.179,largely unmodified,river dominated,WAVE-DOMINATED DELTA,0.04712,,,0.04391,0.01441,0.03652,0.09934,,0.01102,,0.11528,,,1.45595,4.56,,0.1,2.09,0.17,,0.038,,,,,,
NSW,Clarence River,-29.428,153.361,extensively modified,wave dominated,WAVE-DOMINATED ESTUARY,,40.86113,119.51025,0.32164,4.79536,15.30793,7.38103,8.51873,0.02863,,66.62788,23.67979,41.53349,0.54066,279.63,22220,107.7,59.95,1.73,,0.36,1.444,7.066,6.2,13.6,1.2,Semi Diurnal
NSW,Clyde River/Batemans Bay,-35.747,150.255,largely unmodified,tide dominated,OTHER,,,5.20938,1.24143,3.68788,0.90927,1.35359,0.02039,0.60289,,45.55038,,,0.38195,131.29,1837,48.66,37.19,7.04,,7.04,1.314,6.709,7.3,11.9,1.2,Semi Diurnal
NSW,Cobaki Broadwater,-28.183,153.551,largely unmodified,other,OTHER,,0.98417,0.07953,,0.46019,0.724,,,,,,,,,46.54,,7.615,10.21,2.84,5.89,0.17,,,,,,
NSW,Cockrone Lake,-33.494,151.428,extensively modified,wave dominated,OTHER,0.05517,0.20261,0.04813,,0.18352,,0.05009,,,,0.01138,,,,3.52,,0.28,1.2,0.48,0.4,0.019,,,,,,
NSW,Coffs Harbour Creek,-30.266,153.139,extensively modified,wave dominated,OTHER,0.10588,,,0.10731,0.06551,0.12507,0.06027,0.02184,,,0.24793,,,,0,,0,,,,,,,,,,
NSW,Coila Lake,-36.048,150.139,modified,wave dominated,WAVE-DOMINATED ESTUARY,1.50359,6.1651,0.70075,0.38347,0.27522,,0.05586,,0.0333,,0.10125,,,0.01674,18.93,70,6.85,6.45,1.87,0.68,0.075,1.307,6.631,6.7,11.9,1.1,Semi Diurnal
NSW,Congo Creek And Lagoon,-35.953,150.157,largely unmodified,wave dominated,OTHER,0.12132,,,0.04457,0.03597,,0.03765,,0.06964,,0.10791,,,4.34536,4.94,,0.12,2.3,0.11,,0.071,,,,,,
NSW,Cooks River,-33.95,151.168,extensively modified,tide dominated,TIDAL FLAT/CREEK,,,,,0.0545,,0.07424,,,,1.31411,,,,27.34,,1.07,9.31,0.16,,0.16,,,,,,
NSW,Corindi River/Red Rock River,-29.981,153.232,largely unmodified,river dominated,WAVE-DOMINATED DELTA,0.08185,,,0.21383,0.20148,0.13618,1.5889,0.04173,,,0.6343,,,0.09242,18.57,156,0.65,6.44,0.31,,0.056,1.486,7.122,6.5,13.7,1.4,Semi Diurnal
NSW,Corunna Lake,-36.288,150.133,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.26975,1.79917,0.23851,0.25567,,,,,0.00616,,0.17244,,,13.69172,19.65,19,2.05,4.51,1.12,1.5,0.059,1.386,6.593,6.4,11.9,1.1,Semi Diurnal
NSW,Crooked River And Lagoon,-34.772,150.815,largely unmodified,wave dominated,OTHER,0.11955,,,0.02292,0.01598,,,,0.04635,,0.23154,,,,5.23,,0.32,2.5,0.19,0.62,0.08,,,,,,
NSW,Cudgen Lake,-28.257,153.586,extensively modified,tide dominated,TIDAL FLAT/CREEK,,,,0.04501,0.33612,0.01563,0.055,0.19084,0.1234,,0.17551,,,,22.62,54,2.43,10.58,1.17,8.23,0.077,1.279,6.717,4.6,12.5,1.1,Semi Diurnal
NSW,Cudgera Creek,-28.36,153.577,largely unmodified,wave dominated,STRANDPLAIN,0.01273,,,,0.0948,0.12114,0.05725,0.14593,,,0.05572,,,0.0067,4.47,55,0.13,1.96,0.17,,0.058,1.303,6.737,4.7,12.3,1.2,Semi Diurnal
NSW,Cullendulla Creek,-35.703,150.209,largely unmodified,tide dominated,TIDAL FLAT/CREEK,,,,0.20505,0.9198,0.1182,0.24258,,0.01078,,0.19495,,,0.22905,6.4,,0.27,2.25,0.17,,0.098,,,,,,
NSW,Curalo Lagoon,-37.048,149.921,extensively modified,wave dominated,WAVE-DOMINATED ESTUARY,0.37575,0.42143,0.24083,0.25225,0.02855,0.02259,0.03181,,0.01859,,0.12632,,,0.15138,4.22,19,0.44,1.56,0.9,0.98,0.17,0.437,6.763,2.4,11.8,1.5,Semi Diurnal
NSW,Curl Curl/Harbord Lagoon,-33.767,151.298,extensively modified,wave dominated,OTHER,0.22231,,,,0.02202,,0.05305,0.03427,,,0.14487,,,,3.96,,0.13,1.84,0.18,,0.085,,,,,,
NSW,Currambeen Creek,-35.037,150.671,largely unmodified,river dominated,WAVE-DOMINATED DELTA,0.17871,,,,0.11391,1.36417,0.79421,0.15286,0.07649,,0.54301,,,0.01024,23.57,163,1.2,9.36,0.18,0.28,0.12,0.503,6.836,6.5,12.6,1.2,Semi Diurnal
NSW,Cuttagee Lake,-36.495,150.054,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.23647,1.10023,0.52849,0.09272,,,,,,,0.23334,,,12.63863,12.86,80,1.14,2.58,1.06,0.67,0.095,1.34,6.633,6.1,11.9,1.1,Semi Diurnal
NSW,Dalhousie Creek And Lagoon,-30.524,153.026,largely unmodified,wave dominated,STRANDPLAIN,0.1633,,,0.02583,0.06732,,,,,,0.09649,,,,3.96,,0.1,1.68,0.24,,0.038,,,,,,
NSW,Dee Why Lagoon,-33.748,151.304,extensively modified,wave dominated,OTHER,0.25852,0.15162,0.04754,,0.25605,,0.1718,,,,,,,,3.22,,0.24,1.08,0.38,0.36,0.036,,,,,,
NSW,Deep Creek,-30.6,153.012,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.65991,0.34187,1.85756,0.14436,0.03992,0.00307,0.79622,0.06717,0.01447,,0.61014,,,7.73307,18.39,136,0.78,6.78,0.39,3.73,0.095,0.482,7.18,2.1,13.1,1.2,Diurnal
NSW,Durras Lake,-35.639,150.305,near pristine,wave dominated,WAVE-DOMINATED ESTUARY,0.18495,2.29098,0.38839,0.24,0.78469,,0.36093,,0.04992,,0.36584,,,0.00224,28.99,81,3.94,7,1.62,3.19,0.15,1.344,6.735,7.6,12.1,1.2,Semi Diurnal
NSW,Evans River,-29.113,153.438,modified,river dominated,WAVE-DOMINATED DELTA,0.11774,,,0.08046,0.2594,0.08904,,0.39579,,,1.41462,,,0.07146,24.73,122,0.77,10.28,0.27,,0.061,1.449,7.11,6.4,13.8,1.2,Semi Diurnal
NSW,Fairy Creek,-34.409,150.901,modified,wave dominated,STRANDPLAIN,0.14875,,,0.00781,0.04201,0.11175,,,0.03661,,0.05922,,,,1.71,,0.026,0.86,0.061,,0.028,,,,,,
NSW,Georges River,-33.998,151.156,extensively modified,tide dominated,OTHER,,,0.05222,,1.52208,2.098,0.37063,0.25113,0.03416,,11.14329,,,69.71577,116.44,,23.34,27.81,,,1.44,,,,,,
NSW,Hastings River,-31.426,152.916,extensively modified,river dominated,WAVE-DOMINATED DELTA,1.4146,0.63877,,1.48595,1.29289,3.01044,0.96855,0.48301,,,16.24077,,9.92893,0.80451,193.51,3699,27.888,33.33,1.45,3.83,0.38,1.56,7.133,7.9,13.5,1.1,Semi Diurnal
NSW,Hawkesbury River,-33.563,151.341,extensively modified,tide dominated,OTHER,0.353,,21.66215,,6.73757,2.24461,4.87636,,,,94.67452,,,1.82626,400.69,21909,117.37,67.52,5.17,,3.78,1.388,6.958,9.4,13.3,1.1,Semi Diurnal
NSW,Hearns Lake,-30.133,153.201,largely unmodified,wave dominated,OTHER,0.1845,0.09734,,0.00928,0.0644,,0.04572,,,,0.02047,,,,4.33,,0.12,1.59,0.22,,0.051,,,,,,
NSW,Hunter River,-32.918,151.794,extensively modified,wave dominated,WAVE-DOMINATED ESTUARY,4.93452,7.9083,,,0.62212,16.66856,6.69407,,,,18.22351,,15.35934,0.46037,135.2,21437,28.42,46.09,1.58,,0.55,1.394,6.996,9.2,13.4,1.3,Semi Diurnal
NSW,Jerusalem Creek,-29.208,153.396,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,10.72,,,5.01,0.14,,0.03,,,,,,
NSW,Jervis Bay,-35.107,150.787,largely unmodified,tide dominated,OTHER,0.17871,,1.0786,0.07506,3.28999,1.87997,3.5002,0.13338,2.48217,,120.71644,,,1.00375,66.33,376,126.11,13.73,16.42,,4.83,1.197,6.828,9.2,13.2,1.2,Semi Diurnal
NSW,Karuah River,-32.671,151.989,largely unmodified,river dominated,TIDE-DOMINATED DELTA,,,,2.24694,0.91689,4.52905,11.93747,,,,8.11304,,,1.58034,98.06,,,26.22,,,1.45,,,,,,
NSW,Khappinghat Creek,-32.01,152.565,near pristine,river dominated,WAVE-DOMINATED DELTA,0.15973,,0.0574,0.0811,0.1546,,1.20147,,0.02784,,1.12176,,,0.08479,19.27,117,1.31,7.55,0.31,,0.12,1.24,7.016,7.4,14.1,1.2,Semi Diurnal
NSW,Kianga Lake,-36.2,150.132,modified,wave dominated,OTHER,0.16067,0.1449,,0.01417,0.01629,,,,0.02622,,0.01947,,,1.37393,2.37,,0.14,0.93,0.5,0.34,0.037,,,,,,
NSW,Killick Creek,-31.251,152.962,modified,wave dominated,STRANDPLAIN,1.5451,,,0.04366,,,0.01787,0.0252,0.01839,,0.25479,,,0.41699,0,,0,,,,,,,,,,
NSW,Kioloa Lagoon,-35.549,150.383,largely unmodified,wave dominated,OTHER,0.15608,,,0.02296,,,0.00399,,0.0053,,0.02549,,,,0.79,,0.015,0.27,0.22,,0.027,,,,,,
NSW,Korogoro Creek,-31.055,153.054,largely unmodified,wave dominated,STRANDPLAIN,0.05154,,,,0.00935,0.03833,,0.00636,0.05368,,0.35661,,,0.63465,4.63,,0.16,1.83,0.12,,0.044,,,,,,
NSW,Lake Ainsworth,-28.781,153.594,modified,other,OTHER,,,,,,,,,,,,,,,1.83,,0.12,0.66,0.33,,0.055,,,,,,
NSW,Lake Arragan And River,-29.565,153.338,near pristine,wave dominated,OTHER,,,,,,,,,,,,,,,9.59,,0.85,3.49,0.81,2.5,0.053,,,,,,
NSW,Lake Brou,-36.137,150.124,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.50971,1.74297,1.76547,0.531,0.95947,,0.00604,,,,0.27808,,,1.4382,13.7,58,2.28,3.06,1.78,0.31,0.079,1.359,6.664,6.7,11.8,1.1,Semi Diurnal
NSW,Lake Brunderee,-36.098,150.132,near pristine,wave dominated,OTHER,,,,,,,,,,,,,,,0,,0,,,,,,,,,,
NSW,Lake Cakora/Lagoon,-29.602,153.332,near pristine,wave dominated,OTHER,,,,,,,,,,,,,,,4.18,,0.38,1.72,0.31,,0.04,,,,,,
NSW,Lake Cathie/Innes,-31.55,152.859,modified,wave dominated,WAVE-DOMINATED ESTUARY,0.07269,4.94664,,0.27479,0.23455,,11.3689,,,,0.70081,,,0.08119,27.51,197,5.98,8.9,1.84,4.54,0.25,1.46,7.128,7.9,13.5,1,Semi Diurnal
NSW,Lake Conjola,-35.269,150.508,modified,wave dominated,WAVE-DOMINATED ESTUARY,1.85494,4.64153,0.61758,0.77924,0.33817,0.31331,0.03405,,0.06828,,0.80382,,,0.64952,46.94,146,6.01,11.43,2.16,3.38,0.059,1.205,6.635,7.8,12.3,1.2,Semi Diurnal
NSW,Lake Illawarra,-34.544,150.873,extensively modified,wave dominated,WAVE-DOMINATED ESTUARY,0.13832,31.52697,4.04493,0.74446,0.42708,,0.56605,0.09788,0.09294,,0.83287,,,0.13727,53.63,332,35.81,9.48,9.79,2.32,0.28,1.171,6.752,8.6,12.9,1.2,Semi Diurnal
NSW,Lake Macquarie,-33.086,151.662,extensively modified,wave dominated,WAVE-DOMINATED ESTUARY,,105.48106,3.5383,1.21341,0.86403,0.53599,1.64296,1.60616,,,3.23,,,1.07667,196.15,786,114.1,25.3,21.36,4.91,0.42,1.366,6.963,9,13.5,1.1,Semi Diurnal
NSW,Lake Mummuga,-36.162,150.129,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.22124,1.26345,0.17027,0.29737,,0.02549,0.06433,,0.07306,,0.11977,,,0.17205,9.94,41,1.4,2.71,1.33,0.85,0.045,1.384,6.655,6.6,11.7,1.1,Semi Diurnal
NSW,Lake Tarourga,-36.115,150.134,near pristine,wave dominated,WAVE-DOMINATED ESTUARY,0.07245,0.24628,0.00344,0.02597,0.02786,,0.04619,,,,0.01747,,,,2.85,,0.26,1.39,0.48,0.46,0.041,,,,,,
NSW,Macleay River,-30.874,153.024,extensively modified,river dominated,WAVE-DOMINATED DELTA,3.67416,0.91202,,1.13007,1.73881,5.94272,4.2163,1.22428,,,10.21248,,4.75519,3.00239,157.73,11273,19.909,49.65,0.56,,0.18,1.547,7.108,6.9,13.5,1.2,Semi Diurnal
NSW,Manly Lagoon And Creek,-33.788,151.288,extensively modified,wave dominated,OTHER,0.06821,,,,,,,,,,0.19706,,,0.56108,4.77,,0.19,2.23,0.13,,0.13,,,,,,
NSW,Manning River,-31.879,152.686,extensively modified,river dominated,WAVE-DOMINATED DELTA,8.46066,,70.39206,1.07433,1.66893,4.82797,0.12803,0.30349,,,28.32948,,,1.34711,192.64,8080,31.575,51.98,0.74,,0.3,1.009,7.175,7.2,14.2,1.3,Semi Diurnal
NSW,Merimbula Lake,-36.896,149.922,modified,wave dominated,WAVE-DOMINATED ESTUARY,2.99472,2.26939,0.56467,2.02111,0.30402,,,,0.02279,,0.4263,,,3.64374,17.89,86,4.89,5.3,1.87,1.46,0.1,0.26,7.377,2.4,12.2,1.4,Semi Diurnal
NSW,Meringo Creek And Lagoon,-35.978,150.15,largely unmodified,wave dominated,OTHER,0.14685,0.06903,,0.04137,0.07878,0.00909,,,,,,,,0.18775,2.54,,0.1,0.9,0.27,,0.033,,,,,,
NSW,Meroo Lake,-35.484,150.391,near pristine,wave dominated,WAVE-DOMINATED ESTUARY,0.15579,0.63311,0.30066,,0.25367,,0.39106,,0.01467,,0.15577,,,,8.78,18,1.14,3.1,0.58,0.8,0.066,1.184,6.631,7,12.2,1.2,Semi Diurnal
NSW,Merrica River,-37.297,149.951,near pristine,wave dominated,OTHER,0.04198,,,0.02814,0.01446,,0.00292,,0.01885,,0.09435,,,,4.74,70,0.14,2.03,0.19,,0.066,1.352,6.683,5.1,12.1,1.2,Diurnal
NSW,Middle Lagoon,-36.656,150.008,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.32455,0.40076,0.41676,0.11697,0.01236,0.01644,,,0.02294,,0.17806,,,0.03096,8.1,31,0.56,2.57,0.65,0.36,0.074,1.039,6.319,5.1,11.4,1.2,Semi Diurnal
NSW,Minnamurra River,-34.628,150.861,modified,river dominated,WAVE-DOMINATED DELTA,0.40948,,,0.09312,0.27489,0.93543,0.52907,,0.05515,,0.3727,,,0.45233,14.84,144,0.87,6.16,0.24,0.58,0.13,1.171,6.752,8.6,12.9,1.2,Semi Diurnal
NSW,Mollymook Creek,-35.334,150.475,largely unmodified,wave dominated,OTHER,,,,,0.09467,,0.01012,,,,0.01652,,,,2.74,,0,1.36,0.082,,0.015,,,,,,
NSW,Mooball Creek,-28.389,153.57,modified,wave dominated,STRANDPLAIN,,,,0.05497,0.2745,0.11129,,0.18794,,,0.23072,,,,10.46,140,0.37,4.82,0.094,,0.07,1.303,6.737,4.7,12.3,1.2,Semi Diurnal
NSW,Moonee Creek And Lagoon,-30.212,153.16,largely unmodified,wave dominated,OTHER,0.04939,,,0.29592,0.06559,0.0566,0.13436,,0.01551,,0.27641,,,,9.03,40,0.32,4.01,0.12,,0.099,1.302,7.068,5.9,13.8,1.3,Semi Diurnal
NSW,Moruya River,-35.905,150.151,modified,wave dominated,WAVE-DOMINATED ESTUARY,,0.3791,2.37487,1.70689,0.79536,0.08839,0.35583,0.73518,0.02935,,2.15223,,,0.21944,43.53,1499,4.55,16.63,0.84,0.58,0.18,1.215,6.578,6.5,11.9,1,Semi Diurnal
NSW,Murrah Lagoon,-36.495,150.054,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.53265,0.05888,2.90903,0.1061,0.06789,,0.02009,,,,0.82762,,,1.78484,7.47,200,0.22,2.29,0.42,0.52,0.034,1.34,6.633,6.1,11.9,1.1,Semi Diurnal
NSW,Myall Lake And Myall River,-32.679,152.145,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.93875,100.31847,1.17318,1.53089,2.571,3.36064,3.14257,,,,5.12363,,,1.65363,215.53,,108.786,42.2,5.65,26.56,0.24,,,,,,
NSW,Nadgee Lake And Inlet,-37.469,149.973,near pristine,wave dominated,OTHER,0.19439,0.7555,0.06369,0.22166,0.17326,,1.08824,,0.01364,,0.04352,,,,4.79,,1.32,1.57,1.12,,0.45,,,,,,
NSW,Nambucca River,-30.65,153.015,extensively modified,river dominated,WAVE-DOMINATED DELTA,0.33764,,,0.93703,0.59448,1.28051,1.98809,0.38,0.03346,,6.44754,,,0.62437,106.39,1341,9.264,20.1,0.63,,0.2,0.482,7.18,2.1,13.1,1.2,Diurnal
NSW,Nangudga Lake,-36.261,150.143,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.2069,0.32358,0.05481,0.34174,0.03304,,,,0.01223,,0.18646,,,2.09196,8.38,,0.45,2.9,0.35,1.72,0.058,,,,,,
NSW,Narrabeen Lagoon,-33.705,151.307,extensively modified,wave dominated,WAVE-DOMINATED ESTUARY,1.48085,1.98233,0.50388,0.03197,0.03014,,,,0.08885,,0.26458,,,0.05149,13.23,54,2.369,5.43,0.93,2.27,0.11,0.97,6.955,8.6,13.5,1.2,Semi Diurnal
NSW,Narrawallee Inlet,-35.302,150.475,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.58307,,,0.20642,0.2777,0.24737,0.71278,,0.03202,,0.40903,,,0.04721,11.41,77,0.34,4.72,0.27,,0.046,1.205,6.635,7.8,12.3,1.2,Semi Diurnal
NSW,Nelson Lagoon,-36.691,149.994,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.15487,0.18358,0.44907,0.31058,0.0613,0.2174,0.44009,,0.0225,,0.29826,,,0.00751,8.72,18,0.4,3.65,0.26,2.97,0.034,1.039,6.319,5.1,11.4,1.2,Semi Diurnal
NSW,Nerrindillah Creek,-35.229,150.532,largely unmodified,wave dominated,OTHER,0.05933,,,0.00912,0.00789,0.00786,,,,,0.05682,,,2.4613,2.56,,0.069,1.04,0.1,,0.068,,,,,,
NSW,Nullica River,-37.092,149.872,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.58832,0.09868,0.40679,0.13602,0.01134,,,,0.01644,,0.26109,,,0.98728,5.19,128,0.28,2.26,0.23,0.31,0.094,0.437,6.763,2.4,11.8,1.5,Semi Diurnal
NSW,Oyster Creek,-30.563,153.017,largely unmodified,wave dominated,STRANDPLAIN,1.67302,,,0.02083,,,,,,,0.17325,,,,5.44,,0.12,1,0.15,,0.038,,,,,,
NSW,Pambula Lake,-36.948,149.916,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,,1.50871,4.97362,0.66084,0.52338,0.26755,,,0.01383,,1.35659,,,11.36085,26.02,289,3.7,7.51,2.34,1.78,0.21,0.26,7.377,2.4,12.2,1.5,Semi Diurnal
NSW,Pittwater,-33.58,151.317,modified,tide dominated,OTHER,,,,,0.21268,,0.17316,,,,17.31743,,,0.66886,52.05,70,18.57,10.94,2.06,,1.07,1.388,6.958,9.4,13.3,1.4,Semi Diurnal
NSW,Port Hacking,-34.072,151.163,modified,tide dominated,OTHER,0.17364,,0.17818,2.77521,0.14698,0.16252,0.35014,0.17325,0.10967,,6.30528,,,0.00558,70.33,192,11.68,14.66,1.53,,1.33,1.454,6.889,9.8,12.8,1.2,Semi Diurnal
NSW,Port Jackson,-33.828,151.283,extensively modified,tide dominated,OTHER,,,0.19279,,2.48577,2.41675,,,0.5245,,47.71235,,,0.38759,237.21,589,50.472,29.7,5.32,,1.58,0.97,6.955,8.6,13.5,1.2,Semi Diurnal
NSW,Port Kembla Harbour,-34.47,150.9,extensively modified,wave dominated,WAVE-DOMINATED ESTUARY,1.48838,1.06717,,,,,0.07963,,,,,,,0.05725,14.37,15,2.24,4.64,1.41,,0.37,1.467,6.836,9.5,12.5,1.2,Semi Diurnal
NSW,Port Stephens,-32.708,152.19,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,1.30217,198.94609,3.64282,,11.98749,20.01895,31.91564,8.20493,1.36133,,14.30137,1.90774,,6.19327,234.08,3041,128.36,45.94,5.59,,1.31,1.028,7.1,9.1,14.6,1.3,Semi Diurnal
NSW,Richmond River,-28.877,153.592,extensively modified,river dominated,WAVE-DOMINATED DELTA,1.18897,,,0.85199,1.5785,7.60254,,0.68585,,,17.24535,,,5.84043,127.67,6878,19.73,41.47,0.83,,0.27,1.382,7.099,6.4,13.7,1.2,Semi Diurnal
NSW,Saint Georges Basin,-35.184,150.594,modified,wave dominated,WAVE-DOMINATED ESTUARY,16.06281,34.54946,3.75395,0.56961,1.22626,0.09454,0.93989,0.27947,0.2732,,2.65214,,,1.12709,91.53,407,41.96,21.8,7.42,6.28,0.19,0.916,6.504,7.2,13,1.2,Semi Diurnal
NSW,Saltwater Lagoon,-30.884,153.043,modified,wave dominated,WAVE-DOMINATED ESTUARY,0.06398,0.16251,0.12394,0.03514,,,0.1851,,0.0086,,0.0761,,,,9.95,,0.42,3.83,0.41,,0.04,,,,,,
NSW,Sandon River,-29.674,153.331,near pristine,river dominated,WAVE-DOMINATED DELTA,,,,,,,,,,,,,,,23.35,182,1.39,7.74,0.6,1.86,0.2,1.5,7.07,6.4,13.6,1.3,Semi Diurnal
NSW,Shoalhaven/Crookhaven River,-34.9,150.763,extensively modified,river dominated,WAVE-DOMINATED DELTA,3.00039,1.43382,101.68148,4.4895,0.84879,3.21867,2.62498,,,,19.69845,,,0.24423,178.82,7326,28.06,49.47,0.64,6.48,0.83,1.153,6.563,7.8,12.8,1.2,Semi Diurnal
NSW,Smiths Lake,-32.393,152.519,largely unmodified,wave dominated,OTHER,0.98341,8.24145,,1.22303,0.02421,,,,,,0.2574,,,0.35045,25.62,46,10.503,7.51,2.85,,0.19,1.652,7.111,9.1,13.2,1.3,Semi Diurnal
