STATE,estuary,DLAT,DLONG,CONDITION,CLASSIFICATION,SUBCLASS,BARRIER_BACKBARRIER,CENTRAL_BASIN,FLUVIAL_BAYHEAD_DELTA,FLOOD_EBB_DELTA,INTERTIDAL_FLATS,MANGROVE,SALTMARSH_SALTFLAT,TIDAL_SANDBANKS,ROCKY_REEF,CORAL,CHANNEL,BEDROCK,FLOODPLAIN,BEDROCK_PERIMETER,PERIMETER,CATCHMENTAREA,WATERAREA,MAXLENGTH,MAXWIDTH,ENTLENGTH,ENTRANCEWIDTH,MEANWAVEHEIGHT,MEANWAVEPERIOD,MAXWAVEHEIGHT,MAXWAVEPERIOD,TIDALRANGE,TIDALTYPE
NSW,South West Rocks Creek,-30.883,153.038,extensively modified,wave dominated,OTHER,,,,0.05428,0.1318,0.43428,0.48646,,,,0.12783,,,0.00995,4.01,,0.16,1.74,0.09,,0.064,,,,,,
NSW,Station Creek,-29.951,153.253,near pristine,wave dominated,OTHER,,,,,,,,,,,,,,,8.02,22,0.23,3.48,0.16,,0.058,1.486,7.122,6.5,13.7,1.4,Semi Diurnal
NSW,Swan Lake,-35.201,150.561,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,1.67602,4.12464,,0.9245,0.37213,,0.08629,,0.12307,,0.18055,,,0.03385,12.35,35,4.69,4.28,2.48,1.14,0.036,0.916,6.504,7.2,13,1.2,Semi Diurnal
NSW,Tabourie Lake,-35.438,150.411,modified,wave dominated,WAVE-DOMINATED ESTUARY,1.32074,0.71653,0.31927,0.28981,0.47685,,0.40452,,0.03813,,0.53255,,,0.04501,13.67,30,1.57,5.45,1.28,3.61,0.054,1.184,6.631,7,12.2,1.2,Semi Diurnal
NSW,Tallow Creek,-28.668,153.622,modified,wave dominated,STRANDPLAIN,,,,,0.40057,0.01258,0.05386,,,,0.09284,,,,3.93,,0.11,1.55,0.15,,0.046,,,,,,
NSW,Termeil Lake,-35.462,150.395,near pristine,wave dominated,WAVE-DOMINATED ESTUARY,0.04461,0.35115,0.13238,0.05896,0.04778,,0.25146,,0.00802,,0.11481,,,,8.29,,0.57,2.81,0.64,0.74,0.025,,,,,,
NSW,Terrigal Lagoon,-33.444,151.443,modified,wave dominated,OTHER,0.12212,0.22919,,0.0085,0.07781,,,,,,,,,,5.68,,0.24,1.76,0.26,0.54,0.034,,,,,,
NSW,Tilba Tilba Lake,-36.339,150.1,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.48394,0.79475,0.18942,0.2176,0.0331,,0.04784,,0.00875,,0.13862,,,1.8832,7.33,16,1.01,2.53,0.89,0.96,0.053,1.259,6.605,6.1,11.9,1.1,Semi Diurnal
NSW,Tilligery Creek,-32.728,152.046,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,,11.54254,,,2.20294,7.4174,5.5405,,,,0.44078,,,2.10404,43.72,,10.727,14.62,1.2,,1.29,,,,,,
NSW,Tomaga River,-35.837,150.185,largely unmodified,river dominated,WAVE-DOMINATED DELTA,0.15074,,0.4281,0.09261,0.2407,0.19049,0.50033,,0.2479,,0.69287,,,7.73505,20.19,125,1.21,9.11,0.34,0.62,0.086,1.215,6.578,6.5,11.9,1.1,Semi Diurnal
NSW,Towamba River,-37.112,149.913,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.19625,,3.42478,0.90409,0.12922,,0.24554,0.2425,0.00998,,1.45473,,,0.11202,24.42,1063,1.51,8.67,0.46,1.97,0.16,0.437,6.763,2.4,11.8,1.5,Semi Diurnal
NSW,Towradgi Creek,-34.383,150.915,extensively modified,wave dominated,OTHER,,,,,,,,,,,0.05764,,,,1.99,,,0.92,,,0.072,,,,,,
NSW,Tuggerah Lakes,-33.346,151.502,extensively modified,wave dominated,WAVE-DOMINATED ESTUARY,0.03962,69.3183,7.00435,2.96575,1.56442,0.17674,0.13003,,0.17234,,1.58902,,,0.09345,102.2,822,82.5,17.87,4.92,1.53,0.1,1.182,6.896,8.6,13.7,1,Semi Diurnal
NSW,Tuross Lake,-36.067,150.132,modified,wave dominated,WAVE-DOMINATED ESTUARY,0.53911,5.62781,17.69419,1.74876,0.55731,0.27517,0.93264,0.89186,0.02811,,5.34083,,,0.69856,93.66,1811,12.95,22.02,0.67,1.62,0.14,1.359,6.664,6.7,11.8,1.1,Semi Diurnal
NSW,Tweed River,-28.17,153.556,modified,wave dominated,WAVE-DOMINATED ESTUARY,5.82825,4.86588,1.39561,0.68325,1.21094,4.37165,0.18818,0.58434,,,9.17306,,,0.24281,90.31,1126,9.228,36.51,0.54,,0.2,1.296,6.726,4.5,12.1,1.2,Semi Diurnal
NSW,Twofold Bay / Eden,-37.078,149.947,modified,tide dominated,OTHER,1.24387,0.53852,4.17022,1.33063,0.35338,0.02259,0.30641,0.2425,0.4874,,34.45343,,,0.2634,31.5,,29.96,7.36,5.11,,5.11,,,,,,
NSW,Ulladulla Harbour/Millards Creek,-35.357,150.485,extensively modified,wave dominated,OTHER,,,,,0.02968,,,,0.11479,,0.56358,,,0.94464,6.13,,0.51,1.82,0.83,0.84,0.64,,,,,,
NSW,Wagonga Inlet,-36.214,150.132,modified,wave dominated,WAVE-DOMINATED ESTUARY,0.13062,4.17188,1.22045,1.54613,0.42762,0.06338,0.01459,,0.0576,,0.53121,,,0.11258,39.27,144,5.65,9.75,1.98,2.81,0.1,1.384,6.655,6.6,11.7,1.1,Semi Diurnal
NSW,Wallaga Lake,-36.365,150.079,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.53982,7.50976,2.0683,1.76145,0.01965,,,,0.22554,,0.45843,,,0.04287,60.97,291,7.91,10.1,3.22,1.83,0.15,1.259,6.605,6.1,11.9,1.1,Semi Diurnal
NSW,Wallagoot Lake,-36.795,149.959,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.83244,3.10318,0.78572,0.81916,0.18359,,,,0.01679,,0.26742,,,0.08558,11.49,45,3.59,3.3,1.96,1.29,0.12,1.18,6.417,5.5,11.5,1.3,Semi Diurnal
NSW,Wallis Lake,-32.174,152.51,modified,wave dominated,WAVE-DOMINATED ESTUARY,,74.81486,8.24706,2.48853,1.30162,,5.25107,2.78205,0.0822,,5.97643,,,14.85353,227.88,1349,93.822,40.89,10.46,3.05,0.13,1.518,7.051,8.2,13.6,1.2,Semi Diurnal
NSW,Wamberal Lagoon,-33.431,151.448,extensively modified,wave dominated,OTHER,0.67823,0.41086,,,0.07088,,0.04268,,,,,,,,4.64,,0.41,1.91,0.33,0.56,0.054,,,,,,
NSW,Wapengo Lagoon,-36.635,150.021,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,,1.02044,1.81334,1.2867,0.18518,0.32905,0.31372,,,,0.37153,,,2.70548,18.47,82,2,6.12,1.61,3.43,0.31,1.039,6.319,5.1,11.4,1.1,Semi Diurnal
NSW,Werri Lagoon,-34.728,150.839,modified,wave dominated,WAVE-DOMINATED ESTUARY,0.67116,0.19309,,0.05174,,,,,0.0107,,0.0283,,,0.67735,2.35,,0.095,1.29,0.13,,0.054,,,,,,
NSW,Willinga Lake,-35.5,150.391,near pristine,wave dominated,WAVE-DOMINATED ESTUARY,0.0897,0.13455,0.01145,0.01307,0.0238,,0.31957,,0.00854,,0.14063,,,,8.38,20,0.35,2.41,0.687,1.97,0.025,1.184,6.631,7,12.2,1.2,Semi Diurnal
NSW,Wollumboola Lake,-34.94,150.776,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,2.6167,4.93458,0.76852,0.55523,0.31638,0.04439,,,0.0602,,0.21167,,,,19.14,34,5.53,6.6,2.1,0.54,0.27,1.015,6.625,7.5,12.7,1.2,Semi Diurnal
NSW,Wonboyn River,-37.25,149.966,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.2825,0.97631,0.09755,1.07487,0.10481,,0.65773,,0.02642,,1.64798,,,0.05069,28.83,352,3.27,11.37,1.22,3.55,0.083,1.352,6.683,5.1,12.1,1.3,Diurnal
NSW,Woolgoolga Lake,-30.099,153.198,extensively modified,wave dominated,WAVE-DOMINATED ESTUARY,0.03882,0.14976,0.19513,0.04561,0.04968,,,,,,,,,,3.95,36,0.16,1.33,0.35,0.58,0.047,1.302,7.068,5.9,13.8,1.4,Semi Diurnal
NSW,Wooli Wooli River,-29.888,153.268,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,1.82351,,,,0.92834,0.76319,0.84234,0.37498,0.1368,,1.18046,,,0.02539,31.21,192,2.07,13.63,0.3,0.51,0.05,1.397,7.178,6.5,14,1.4,Semi Diurnal
NT,Adelaide River,-12.204,131.214,largely unmodified,tide dominated,TIDE-DOMINATED ESTUARY,,,,,0.44738,135.68163,94.26621,,0.20029,,42.69572,,34.22155,,254.83,7216,53.92,68.7,,,3.85,0.061,3.539,1,6.2,3.7,Semi Diurnal
NT,All Night Creek,-11.787,133.672,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,8.33,44,0.49,3.7,,,0.43,0.681,4.128,2.5,9.5,2.5,Diurnal
NT,Anamayirra Creek,-12.07,134.475,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,7.73,231,0.48,3.14,,,0.21,0.215,3.946,1.4,10.5,3,Semi Diurnal
NT,Andranangoo Creek,-11.353,130.846,near pristine,river dominated,WAVE-DOMINATED DELTA,,,,,,,,,,,,,,,25.83,529,1.71,7.85,,,0.58,0.478,4.142,2.3,7.6,2.8,Semi Diurnal
NT,Angurugubira Lake,-13.967,136.766,near pristine,wave dominated,WAVE-DOMINATED ESTUARY,,,,,,,,,,,,,,,27.87,251,15.6,8.49,5.95,3.08,0.11,0.605,3.995,2.4,7.7,1.2,Diurnal
NT,Anguruki Creek,-13.953,135.941,near pristine,wave dominated,WAVE-DOMINATED ESTUARY,,,,,,,,,,,,,,,11.58,46,1.49,2.74,0.75,1.33,0.28,0.405,3.227,1.7,6.3,1.8,Diurnal
NT,Apsley Strait,-11.319,130.37,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,340.97,1790,246.92,69.69,5.23,,14.49,0.074,6.296,1.1,14.7,3.4,Semi Diurnal
NT,Arnhem Bay,-12.22,136.098,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,205.07,5092,1123.85,42.31,43.15,,14.31,0.157,2.559,0.9,6.7,4.1,Semi Diurnal
NT,Baralminar River,-12.461,136.031,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,82.09,303,13.02,15.65,,,3.05,0.026,2.279,0.2,6.8,3.4,Semi Diurnal
NT,Barungbirinung River,-12.204,136.322,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,15.86,48,1.11,7.49,,,0.5,0.069,2.653,0.8,7.5,3.3,Semi Diurnal
NT,Bing Bong Creek,-15.597,136.324,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,2.29958,4.51446,1.57736,15.26115,0.49203,,,1.26009,,3.7323,,24.78,509,2.06,7.56,,,0.97,0.056,3.709,0.6,7.7,2.2,Diurnal
NT,Blue Mud Bay,-11.199,131.851,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,18.52,58,9.63,4.1,,,5.56,0.188,4.92,2.6,8.7,2.4,Diurnal
NT,Blyth River,-12.055,134.59,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,133.56,7656,17.03,43.77,,,1.73,0.198,3.993,1.5,10.5,3.2,Semi Diurnal
NT,Bonkalii Creek,-11.836,131.084,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,33.94,157,1.89,7.99,,,0.33,0.284,4.044,1.2,9.1,3.6,Semi Diurnal
NT,Buckingham River,-12.267,135.729,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,111.78,1345,24.03,27.08,,,4.61,0.117,2.289,0.5,6.2,3.4,Semi Diurnal
NT,Buffalo Creek,-12.338,130.911,modified,tide dominated,TIDAL FLAT/CREEK,,,,,3.06738,2.64931,2.85494,,,,,,0.06882,,4.32,,0.1,1.85,,,0.17,,,,,,
NT,Bynoe Harbour,-12.56,130.543,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,311.86,1014,206.42,40.64,5.75,,9.19,0.075,3.099,0.9,8.2,5.2,Semi Diurnal
NT,Calvert River,-16.257,137.743,near pristine,river dominated,WAVE-DOMINATED DELTA,,,,,,,,,,,,,,,72.87,7536,11.36,33.14,,,1.66,0.217,3.777,1.9,9.2,2.4,Diurnal
NT,Cato River,-12.273,136.351,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,25.74,836,1.73,12.3,,,0.5,0.069,2.653,0.8,7.5,3.1,Semi Diurnal
NT,Corrawara  Creek,-12.449,130.618,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,16.29,191,0.91,7.38,,,0.66,0.401,4.444,3.2,11.1,5.2,Semi Diurnal
NT,Cullala Creek,-11.512,130.197,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,58.14,135,11.11,15.55,,,1.13,0.111,7.351,1.5,14.8,3.5,Semi Diurnal
NT,Curtis Haven,-11.394,130.68,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,130.46,852,76.96,34.49,6.81,,4.24,0.55,4.314,2.5,7.5,2.5,Diurnal
NT,Daly River,-13.312,130.232,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,153.78,53776,68.26,65.76,,,7.36,0.292,4.338,2.4,10.6,5.6,Semi Diurnal
NT,Darwarunga River,-12.39,135.976,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,64.58,160,9.06,10.94,,,1.28,0.026,2.279,0.2,6.8,3.6,Semi Diurnal
NT,Darwin Harbour,-12.421,130.802,largely unmodified,tide dominated,OTHER,,,,,74.36269,171.84917,34.96602,9.72737,4.64051,,172.39996,9.18021,2.11024,0.04524,125.03,1990,161.34,20.15,11.4,,6.45,0.18,2.976,1.5,7.3,5.5,Semi Diurnal
NT,De Vere Creek,-11.888,131.018,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,15.4,142,0.56,6.95,,,0.26,0.284,4.044,1.2,9.1,3.8,Semi Diurnal
NT,Djigagila Creek,-12.134,134.922,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,149.51,978,43.68,22.53,,,5.88,0.217,3.677,1.4,10.5,3.6,Semi Diurnal
NT,Dongau Creek,-11.297,131.382,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,17.09,208,0.67,7.81,,,0.42,0.739,4.498,3.2,8.1,3,Diurnal
NT,Dudwell Creek,-11.369,130.248,near pristine,river dominated,WAVE-DOMINATED DELTA,,,,,,,,,,,,,,,69.12,193,5.61,14.8,,,0.8,0.28,6.04,2.6,13.8,3.4,Semi Diurnal
NT,East Alligator,-12.098,132.616,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,164.28,9078,92.47,64.31,,,7.42,0.113,2.762,0.8,7.4,2.9,Semi Diurnal
NT,East Arm,-12.495,130.888,modified,tide dominated,OTHER,,,,,12.99238,32.24814,11.627,0.37861,0.41479,,18.5916,1.8438,0.3215,,105.18,498,38.38,21.21,,,2.56,0.134,2.991,1.1,7.3,5.5,Semi Diurnal
NT,Fat Fellows Creek,-15.868,136.992,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,79.63,156,8.81,16.35,,,1.29,0.012,4.057,1,8.4,2.3,Diurnal
NT,Finnis River,-12.89,130.335,largely unmodified,river dominated,WAVE-DOMINATED DELTA,,,,,0.79239,6.79471,7.32719,,0.0176,,2.48452,,1.10183,3.96432,34.68,2823,2.47,16.48,,,0.59,0.142,4.379,1.9,10.9,5.2,Semi Diurnal
NT,Fitzmaurice River,-14.794,129.656,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,282.67,8522,186.63,77.72,,,9.46,0.168,3.061,1.3,8.6,5.4,Semi Diurnal
NT,Forsyth Creek,-14.909,129.384,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,62.22,684,19.46,23.67,,,1.26,0.196,3.531,1.7,9,5.3,Semi Diurnal
NT,Giddy River,-12.279,136.665,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,11.13,300,0.61,4.24,,,0.61,0.709,4.059,2.9,7.6,2.1,Semi Diurnal
NT,Glyde River,-12.261,135.058,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,71.35,10234,5.25,34.61,,,0.43,0.152,2.976,0.9,10.3,3.4,Semi Diurnal
NT,Goomadeer River,-11.843,133.823,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,19.05,2156,2.49,8.61,,,1.47,0.67,4.131,2.5,9.7,2.7,Semi Diurnal
NT,Goromuru River,-12.46,136.225,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,67.04,1026,5.35,25.13,,,1.3,0.161,2.422,0.9,6.6,3.2,Semi Diurnal
NT,Gudgerama Creek,-12.03,134.254,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,3.81,142,0.11,1.82,,,0.073,0.025,4.555,0.3,10.8,2.8,Semi Diurnal
NT,Habgood River,-12.441,135.996,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,29.93,784,2.7,14.17,,,0.56,0.026,2.279,0.2,6.8,3.5,Semi Diurnal
NT,Hart River,-14.094,135.889,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,3.74,155,0.1,1.68,,,0.24,0.234,3.449,1.6,6.8,2,Diurnal
NT,Hope Inlet,-12.333,131.012,largely unmodified,tide dominated,TIDE-DOMINATED ESTUARY,,,,,4.54218,38.36584,23.44466,18.26596,,,8.01736,,2.71686,0.20584,61.16,767,18.35,10.88,,,3.09,0.179,4.911,1.5,11.5,5.2,Semi Diurnal
NT,Hutchinson Strait,-12.215,135.24,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,112.77,644,42.89,47.45,2.76,,4.38,0.149,2.858,0.9,9.8,3.3,Semi Diurnal
NT,Ilamaryi River,-11.525,132.521,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,229.67,290,40.21,10.74,,,5.6,0.276,3.407,1.9,8,2.6,Semi Diurnal
NT,Jessie River,-11.364,131.028,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,86.53,424,18,24.73,,,1.43,0.51,4.277,2.8,7.4,3.1,Semi Diurnal
NT,Johnston River,-11.263,131.182,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,111.05,781,47,37.64,,,3.8,0.706,4.456,3.2,8.2,3.1,Semi Diurnal
NT,Keep River,-14.917,129.181,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,267.93,7495,230.25,44.12,,,12.95,0.284,3.433,2.3,8,5.2,Semi Diurnal
NT,Kilu-Impini Creek,-11.28,130.516,near pristine,wave dominated,WAVE-DOMINATED ESTUARY,,,,,,,,,,,,,,,23.99,218,1.79,5.67,,,0.22,0.16,4.747,1.7,9.4,3.2,Semi Diurnal
NT,King Creek,-12.357,131.008,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,13.61,,,7.89,,,0.43,,,,,,
NT,King River,-11.811,133.541,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,69.15,1110,17.55,23.42,,,2.51,0.464,3.692,1.2,7.4,2.4,Diurnal
NT,Koolatong River,-13.254,135.946,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,25.08,2845,2.37,8.03,,,0.28,0.213,2.569,0.8,4.8,2,Diurnal
NT,Kurala River,-12.178,135.892,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,54.52,81,6.12,9.67,,,1.12,0.147,2.515,0.7,7,3.7,Semi Diurnal
NT,Latram River,-12.265,136.746,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,5.35,133,0.17,2.31,,,0.31,0.84,4.382,3.7,8.7,2.1,Semi Diurnal
NT,Leaders Creek,-12.174,131.115,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,24.2,88,1.33,7.18,,,0.36,0.036,4.529,1.1,10.1,4.1,Semi Diurnal
NT,Limmen Bight River,-15.108,135.721,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,218.9,22855,62.12,63.62,,,1.09,0.085,3.657,0.7,7.8,2,Diurnal
NT,Little Lagoon,-13.843,136.795,near pristine,wave dominated,WAVE-DOMINATED ESTUARY,,,,,,,,,,,,,,,18.18,72,21.22,7.38,3.99,,1.06,0.134,3.622,0.9,9.4,1.2,Diurnal
NT,Little Moyle Inlet,-13.782,129.784,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,28.49,1302,6.14,11.4,,,1.4,0.457,3.899,3.9,8.9,5.3,Semi Diurnal
NT,Liverpool River,-12.031,134.21,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,92.34,8626,33.8,39.8,,,3.91,0.025,4.555,0.3,10.8,2.8,Semi Diurnal
NT,Majari Creek,-11.913,133.92,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,13.78,120,0.74,5.23,,,0.44,0.508,3.98,2,10,2.8,Semi Diurnal
NT,Marligur Creek,-11.728,133.248,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,7.92,310,0.43,3.5,,,0.13,0.203,3.645,1.5,9.2,2.3,Diurnal
NT,Mcarthur River,-15.811,136.676,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,4.61003,53.86374,152.21613,33.04378,,,41.34505,,46.96736,,193.33,20139,23.08,,,,1.89,0.145,2.523,0.9,7,2.3,Diurnal
NT,Melville Bay,-12.218,136.659,largely unmodified,tide dominated,OTHER,,,3.28557,1.64178,10.83455,21.59641,4.88439,0.08583,,,71.57437,2.57293,0.59269,,76.12,603,88.77,13.68,9.05,,5.28,0.709,4.059,2.9,7.6,2.1,Semi Diurnal
NT,Micket Creek,-12.343,130.95,largely unmodified,tide dominated,TIDAL FLAT/CREEK,,,,,3.59003,3.71743,3.6585,0.49541,,,0.5127,,0.09867,5.19889,11.74,35,0.64,4.13,,,0.53,0.359,4.5,2.8,11.2,5.4,Semi Diurnal
NT,Middle Arm,-12.585,130.875,largely unmodified,tide dominated,OTHER,,,,,13.16636,63.4594,10.97564,3.05567,1.58344,,27.00432,1.68436,0.45703,,164.3,1027,49.24,26.17,,,3.2,0.098,2.737,0.9,6.3,5.4,Semi Diurnal
NT,Minimini Creek,-11.754,132.613,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,191.83,351,80.59,25.85,,,8.29,0.107,3.344,0.9,7.2,2.6,Semi Diurnal
NT,Mirikau-Yunga Creek,-11.4,130.583,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,90.05,488,14.29,20.8,,,0.77,0.16,4.747,1.7,9.4,2.7,Diurnal
NT,Miyangkala Creek,-14.443,135.611,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,8.53,396,0.3,3.81,,,0.22,0.208,3.402,1.6,6.5,2.2,Diurnal
NT,Moyle River,-13.975,129.745,near pristine,river dominated,WAVE-DOMINATED DELTA,,,,,,,,,,,,,,,20.06,3835,0.78,9.69,,,0.22,0.25,3.569,2.2,9.1,5.4,Semi Diurnal
NT,Mule Creek,-15.638,136.426,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,26.4,242,1.66,9,,,0.35,0.056,3.709,0.6,7.7,2.2,Diurnal
NT,Muntak Creek,-14.17,135.879,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,16.64,78,0.87,7.48,,,0.24,0.234,3.449,1.6,6.8,2.1,Diurnal
NT,Murgenella Creek,-11.884,132.655,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,70.22,2063,8.17,33.74,,,0.94,0.206,3.834,1.6,8.8,2.8,Semi Diurnal
NT,Nayampi Creek,-14.809,135.397,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,22.77,73,0.83,10.51,,,0.27,0.052,3.067,0.5,6.4,2.1,Diurnal
NT,New Moon Inlet,-14.589,129.558,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,169.18,1242,128.95,30.5,,,11.91,0.237,3.48,1.6,8.6,5.6,Semi Diurnal
NT,Ngandadauda Creek,-11.995,134.764,near pristine,river dominated,WAVE-DOMINATED DELTA,,,,,,,,,,,,,,,22.29,183,1.11,10.44,,,0.39,0.217,3.677,1.4,10.5,3.5,Semi Diurnal
NT,Nt001,-14.884,129.042,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,79.91,100,12.33,15.81,,,3,0.075,3.802,1.7,8.6,5.3,Semi Diurnal
NT,Nt007,-14.501,129.478,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,63.25,241,6.97,7.79,,,2.52,0.331,3.832,2.2,8.7,5.7,Semi Diurnal
NT,Nt009,-14.085,129.586,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,55.1,373,8.45,13.45,,,2.11,0.061,4.088,1.8,9.3,5.5,Semi Diurnal
NT,Nt014,-12.671,130.386,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,58.65,275,11.6,13.64,,,2.44,0.411,4.513,3.5,11,5.2,Semi Diurnal
NT,Nt037,-11.515,132.12,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,10.98,29,0.88,4.29,,,0.44,0.278,3.723,1.6,9.3,3.1,Semi Diurnal
NT,Nt038,-11.456,132.05,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,13.96,62,0.78,5.93,,,0.55,0.389,4.011,2.7,8.3,3.1,Semi Diurnal
NT,Nt039,-11.423,132.043,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,8.43,33,0.23,3.54,,,0.25,0.389,4.011,2.7,8.3,3,Semi Diurnal
NT,Nt055,-11.967,134.156,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,9.26,125,0.36,4.12,,,0.16,0.025,4.555,0.3,10.8,2.8,Semi Diurnal
NT,Nt079,-12.283,136.911,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,6.83,58,0.19,3.12,,,0.16,0.84,4.382,3.7,8.7,2.2,Semi Diurnal
NT,Nt080,-12.346,136.928,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,19.99,56,3.71,8.75,1.11,,0.68,0.283,4.394,2.1,8.2,2.2,Semi Diurnal
NT,Nt082,-12.7,136.629,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,9.87,214,0.42,4.18,,,0.093,0.531,3.878,2.3,7.5,1.9,Semi Diurnal
NT,Nt093,-14.691,135.442,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,7.93,98,0.24,3.6,,,0.24,0.305,3.098,1.7,5.7,2.1,Diurnal
